"CRASH_ID","SER_NO","CRASH_DT","CRASH_MO_NO","CRASH_DAY_NO","CRASH_YR_NO","CRASH_WK_DAY_CD","CRASH_HR_NO","CRASH_HR_SHORT_DESC","CNTY_ID","CNTY_NM","CITY_SECT_ID","CITY_SECT_NM","URB_AREA_CD","URB_AREA_SHORT_NM","FC_CD","FC_SHORT_DESC","NHS_FLG","HWY_NO","HWY_SFX_NO","HWY_MED_NM","RDWY_NO","HWY_COMPNT_CD","HWY_COMPNT_SHORT_DESC","MLGE_TYP_CD","MLGE_TYP_SHORT_DESC","RD_CON_NO","LRS_VAL","LAT_DEG_NO","LAT_MINUTE_NO","LAT_SEC_NO","LONGTD_DEG_NO","LONGTD_MINUTE_NO","LONGTD_SEC_NO","LAT_DD","LONGTD_DD","SPECL_JRSDCT_ID","SPECL_JRSDCT_SHORT_DESC","JRSDCT_GRP_CD","JRSDCT_GRP_LONG_DESC","AGY_ST_NO","ST_FULL_NM","RECRE_RD_NM","ISECT_AGY_ST_NO","ISECT_ST_FULL_NM","ISECT_RECRE_RD_NM","ISECT_SEQ_NO","FROM_ISECT_DSTNC_QTY","CMPSS_DIR_CD","MP_NO","POST_SPEED_LMT_VAL","RD_CHAR_CD","RD_CHAR_SHORT_DESC","OFF_RDWY_FLG","ISECT_TYP_CD","ISECT_TYP_SHORT_DESC","ISECT_REL_FLG","RNDABT_FLG","DRVWY_REL_FLG","LN_QTY","TURNG_LEG_QTY","MEDN_TYP_CD","MEDN_TYP_SHORT_DESC","IMPCT_LOC_CD","CRASH_TYP_CD","CRASH_TYP_SHORT_DESC","COLLIS_TYP_CD","COLLIS_TYP_SHORT_DESC","CRASH_SVRTY_CD","CRASH_SVRTY_SHORT_DESC","WTHR_COND_CD","WTHR_COND_SHORT_DESC","RD_SURF_COND_CD","RD_SURF_SHORT_DESC","LGT_COND_CD","LGT_COND_SHORT_DESC","TRAF_CNTL_DEVICE_CD","TRAF_CNTL_DEVICE_SHORT_DESC","TRAF_CNTL_FUNC_FLG","INVSTG_AGY_CD","INVSTG_AGY_SHORT_DESC","CRASH_EVNT_1_CD","CRASH_EVNT_1_SHORT_DESC","CRASH_EVNT_2_CD","CRASH_EVNT_2_SHORT_DESC","CRASH_EVNT_3_CD","CRASH_EVNT_3_SHORT_DESC","CRASH_CAUSE_1_CD","CRASH_CAUSE_1_SHORT_DESC","CRASH_CAUSE_2_CD","CRASH_CAUSE_2_SHORT_DESC","CRASH_CAUSE_3_CD","CRASH_CAUSE_3_SHORT_DESC","SCHL_ZONE_IND","WRK_ZONE_IND","SCNDRY_CRASH_IND","ALCHL_INVLV_FLG","DRUG_INVLV_FLG","MJ_INVLV_FLG","CRASH_SPEED_INVLV_FLG","CRASH_HIT_RUN_FLG","POP_RNG_CD","POP_RNG_MED_DESC","RD_CNTL_CD","RD_CNTL_MED_DESC","RTE_TYP_CD","RTE_ID","RTE_NM","REG_ID","DIST_ID","SEG_MRK_ID","SEG_PT_LRS_MEAS","UNLOCT_FLG","CRASH_LAST_UD_DT","TOT_VHCL_CNT","TOT_FATAL_CNT","TOT_INJ_LVL_A_CNT","TOT_INJ_LVL_B_CNT","TOT_INJ_LVL_C_CNT","TOT_INJ_CNT","TOT_UNINJD_AGE00_04_CNT","TOT_UNINJD_PER_CNT","TOT_PED_CNT","TOT_PED_FATAL_CNT","TOT_PED_INJ_LVL_A_CNT","TOT_PED_INJ_CNT","TOT_PEDCYCL_CNT","TOT_PEDCYCL_FATAL_CNT","TOT_PEDCYCL_INJ_LVL_A_CNT","TOT_PEDCYCL_INJ_CNT","TOT_UNKNWN_CNT","TOT_UNKNWN_FATAL_CNT","TOT_UNKNWN_INJ_CNT","TOT_OCCUP_CNT","TOT_PER_INVLV_CNT","TOT_SFTY_EQUIP_USED_QTY","TOT_SFTY_EQUIP_UNUSED_QTY","TOT_SFTY_EQUIP_USE_UNKNOWN_QTY","TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT","TOT_MCYCLST_FATAL_CNT","TOT_MCYCLST_INJ_LVL_A_CNT","TOT_MCYCLST_INJ_CNT","TOT_MCYCLST_UNHELMTD_FATAL_CNT","TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT","TOT_DRVR_AGE_01_20_CNT","LANE_RDWY_DPRT_CRASH_FLG"
"1938161","03656","2021-09-09 00:00:00","09","09","2021","5","14","2P ","34","Washington","211","Tigard","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","26","1.220000000000000","-122","46","4.440000000000000","45.433672805423996","-122.767900482758850","","","","","00402  ","SW CENTER ST                ","","00906  ","SW GREENBURG RD             ","","1","0","9","","35","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","03","H","O-1 L-TURN","6","TURN    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","004","STOP SIGN ","True","3","CITY  ","","","","","","","02","NO-YIELD","","","","","0","0","0","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","1","02B","58_214002","","False","2022-09-21 16:01:09","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","1","N"
"1935536","01003","2021-10-19 00:00:00","10","19","2021","3","22","10P","10","Douglas","180","Roseburg","65","ROSEBURG UA    ","14","U PR-ART","True","","","","","","","","","","","43","12","12.360000000000000","-123","21","5.590000000000000","43.203432679021226","-123.351552062753880","","","","","01911  ","PINE ST                     ","","02226  ","SYKES AVE                   ","","1","0","9","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","03","B","ANGL-OTH  ","1","ANGL    ","4","INJ","3","RAIN","2","WET ","3","DARK","004","STOP SIGN ","True","5","NO RPT","059","HYDRANT   ","","","","","04","DIS SIG ","02","NO-YIELD","","","","","","False","False","False","False","False","5","10,001 to 25,000","3","URBAN CITY STREET ","","","","3","07 ","255_205438","","False","2022-09-21 15:30:58","2","0","0","0","2","2","0","4","0","0","0","0","0","0","0","0","0","0","0","6","6","6","0","0","0","0","0","0","0","0","0","N"
"1940050","00163","2021-01-25 00:00:00","01","25","2021","2","04","4A ","36","Yamhill","","","43","MCMINVL UA     ","19","U LOCAL ","False","","","","","","","","","","","45","13","11.550000000000000","-123","5","22.240000000000000","45.219874439058536","-123.089512082566610","","","","","00090  ","FLETCHER RD                 ","","","                            ","","","","0","0.86","","3","STRGHT  ","True","","","False","False","False","2","","0","NONE ","01","8","FIX OBJ   ","9","FIX     ","5","PDO","1","CLR ","4","ICE ","3","DARK","099","UNKNOWN   ","True","0","NONE  ","043","GARDRAIL  ","124","SLIPPERY  ","","","01","TOO-FAST","","","","","","","","False","False","False","True","False","","","9","SUBURBAN COUNTY ROAD","","","","2","03 ","44_25108","","False","2022-10-05 09:55:30","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","Y"
"1948755","03596","2021-09-03 00:00:00","09","03","2021","6","21","9P ","34","Washington","","","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","29","11.590000000000000","-122","44","53.560000000000000","45.486554121037410","-122.748211229793010","","","","","01823  ","SW OLESON RD                ","","02217  ","SW SCHOLLS FERRY RD         ","","1","0","9","","40","1","INTER   ","False","3","3-LEG  ","False","False","False","","0","","","03","H","O-1 L-TURN","6","TURN    ","5","PDO","1","CLR ","1","DRY ","2","DLIT","007","YIELD     ","True","2","COUNTY","","","","","","","02","NO-YIELD","","","","","0","0","0","False","False","False","False","False","","","9","SUBURBAN COUNTY ROAD","","","","1","02B","58_241996","","False","2022-12-12 09:23:48","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1917803","00978","2021-03-03 00:00:00","03","03","2021","4","12","12P","26","Multnomah","242","Portland N","57","PORTLAND UA    ","16","U MN-ART","False","123","  ","NORTHEAST PORTLAND","1","0","MN","0","R","","012300100S00","45","35","12.980000000000000","-122","44","18.400000000000000","45.586940074754960","-122.738445385752610","","","","","01101  ","N IDA AVE                   ","","01432  ","N LOMBARD ST                ","","1","","9","2.26","30","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","04","B","ANGL-OTH  ","1","ANGL    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","001","TRF SIGNAL","True","5","NO RPT","","","","","","","02","NO-YIELD","04","DIS SIG ","","","","","","False","False","False","False","False","9","Over 200,000","2","PORTLAND HWY SYSTEM","US","30BY ","US 30BY   ","1","02B","293_18361","","False","2022-09-21 16:56:28","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1931022","00124","2021-02-18 00:00:00","02","18","2021","5","15","3P ","36","Yamhill","151","Newberg","49","NEWBERG UA     ","19","U LOCAL ","False","","","","","","","","","","","45","17","58.050000000000000","-122","57","47.210000000000000","45.299459199556450","-122.963114596282220","","","","","08002  ","2ND ST                      ","","00406  ","CHURCH ST                   ","","1","327","3","","","2","ALLEY   ","False","","","False","False","False","2","","0","NONE ","08","B","ANGL-OTH  ","-","BACK    ","4","INJ","3","RAIN","2","WET ","1","DAY ","099","UNKNOWN   ","True","3","CITY  ","093","CELL PHONE","","","","","40","VIEW OBS","01","TOO-FAST","27","INATTENT","","","0","False","False","False","True","False","6","25,001 to 50,000","3","URBAN CITY STREET ","","","","2","03 ","44_7756","","False","2022-09-21 15:08:07","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1956784","02274","2021-07-30 00:00:00","07","30","2021","6","13","1P ","20","Lane","64","Eugene","25","EUGN-SPR UA    ","16","U MN-ART","False","","","","","","","","","","","44","2","43.850000000000000","-123","6","1.240000000000000","44.045513106288980","-123.100343380882250","","","","","02706  ","WASHINGTON ST               ","","05013  ","13TH AVE                    ","","1","0","9","","","1","INTER   ","False","3","3-LEG  ","False","False","False","","0","","","02","D","S-1TURN   ","6","TURN    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","022","L-GRN-SIG ","True","5","NO RPT","","","","","","","14","DIS TCD ","","","","","","","","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","2","05 ","277_9019","","False","2023-02-02 05:41:27","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1922824","02343","2021-07-13 00:00:00","07","13","2021","3","16","4P ","24","Marion","110","Keizer","67","SALEM-KZ UA    ","14","U PR-ART","True","001","  ","PACIFIC","1","6","CN","0","R","2","0001PN100S00","45","0","20.260000000000000","-122","59","58.880000000000000","45.005626852749980","-122.999687570479310","","","","","00427  ","CHEMAWA RD                  ","","00107  ","STADIUM DR                  ","","1","","3","260.05","","3","STRGHT  ","False","","","False","False","False","4","","0","NONE ","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","3","CITY  ","","","","","","","29","F AVOID ","","","","","0","0","","False","False","False","False","False","6","25,001 to 50,000","4","URBAN HWY SYSTEM","IS","5    ","I-5       ","2","03 ","293_1355","","False","2022-09-21 14:44:19","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1959409","02577","2021-09-14 00:00:00","09","14","2021","3","16","4P ","20","Lane","200","Springfield","25","EUGN-SPR UA    ","16","U MN-ART","False","","","","","","","","","","","44","3","30.320000000000000","-123","0","2.010000000000000","44.058420898893445","-123.000558644247820","","","","","01517  ","MOHAWK BLVD                 ","","08016  ","16TH ST                     ","","1","0","9","","","1","INTER   ","False","3","3-LEG  ","False","False","True","","0","","","02","H","O-1 L-TURN","6","TURN    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","004","STOP SIGN ","True","0","NONE  ","","","","","","","08","IMP-TURN","02","NO-YIELD","","","","","","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","2","05 ","277_24789","","False","2023-02-17 09:06:36","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1916744","00178","2021-03-01 00:00:00","03","01","2021","2","99","UNK","18","Klamath","","","35","KLAM FLS UA    ","17","U MJ-COL","False","","","","","","","","","","","42","12","22.560000000000000","-121","43","21.740000000000000","42.206265467537620","-121.722706106586950","","","","","00830  ","HOMEDALE RD                 ","","","                            ","","","","0","8.31","35","3","STRGHT  ","False","","","False","False","False","2","","0","NONE ","03","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","2","DLIT","001","TRF SIGNAL","True","2","COUNTY","","","","","","","29","F AVOID ","","","","","0","0","0","True","False","False","False","True","","","9","SUBURBAN COUNTY ROAD","","","","4","11 ","49_4311","","False","2022-02-14 18:36:33","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1936595","00140","2021-05-22 00:00:00","05","22","2021","7","17","5P ","33","Wasco","210","The Dalles","81","THE DLLS UA    ","16","U MN-ART","False","","","","","","","","","","","45","35","41.070000000000000","-121","10","0.560000000000000","45.594741567691790","-121.166821292314270","","","","","00601  ","DRY HOLLOW RD               ","","08010  ","10TH ST                     ","","1","0","9","","","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","04","B","ANGL-OTH  ","1","ANGL    ","4","INJ","0","UNK ","2","WET ","1","DAY ","004","STOP SIGN ","True","5","NO RPT","040","CURB      ","062","TREE      ","","","04","DIS SIG ","","","","","","","","False","False","False","False","False","5","10,001 to 25,000","3","URBAN CITY STREET ","","","","4","09 ","26_33001241","","False","2022-09-21 16:00:38","2","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1943734","00948","2021-11-20 00:00:00","11","20","2021","7","08","8A ","30","Umatilla","","","","","06","R MN-ART","False","330","  ","WESTON-ELGIN","1","0","MN","0","R","","033000100S00","45","47","30.370000000000000","-118","17","36.020000000000000","45.791769452526054","-118.293339242758930","","","","","","                            ","","","                            ","","","","0","8","55","3","STRGHT  ","False","","","False","False","False","2","","0","NONE ","00","0","NON-COLL  ","8","NCOL    ","5","PDO","2","CLD ","4","ICE ","4","DAWN","099","UNKNOWN   ","True","4","UNK   ","124","SLIPPERY  ","","","","","01","TOO-FAST","","","","","0","0","0","False","False","False","True","False","","","5","RURAL HWY SYSTEM","OR","204  ","OR 204    ","5","12 ","293_215","","False","2022-10-30 07:19:47","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","7","7","7","0","0","0","0","0","0","0","0","0","N"
"1936933","01515","2021-11-05 00:00:00","11","05","2021","6","17","5P ","22","Linn","","","1","ALBANY UA      ","11","U INTRST","True","001","  ","PACIFIC","2","0","MN","0","R","","000100200S00","44","41","55.270000000000000","-123","3","6.550000000000000","44.698684983351410","-123.051819969016330","","","","","","                            ","","","                            ","","","","0","238","65","3","STRGHT  ","False","","","False","False","False","2","","2","DIVMD","04","E","S-1STOP   ","3","REAR    ","4","INJ","2","CLD ","1","DRY ","5","DUSK","000","NONE      ","True","1","STATE ","092","PHANTOM   ","","","","","07","TOO-CLOS","30","SPEED   ","","","0","0","0","False","False","False","True","False","","","8","SUBURBAN HWY SYSTEM","IS","5    ","I-5       ","2","04 ","293_2713","","False","2022-09-11 21:29:51","2","0","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
"1934139","01176","2021-07-27 00:00:00","07","27","2021","3","08","8A ","09","Deschutes","","","","","07","R MJ-COL","False","","","","","","","","","","","44","6","35.300000000000000","-121","15","13.410000000000000","44.109805756925900","-121.253724331654740","","","","","03181  ","DESCHUTES MKT RD            ","","08691  ","MARGARET LN                 ","","1","4","1","","55","3","STRGHT  ","True","","","False","False","False","2","","0","NONE ","07","8","FIX OBJ   ","9","FIX     ","4","INJ","0","UNK ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","2","COUNTY","079","DITCH     ","","","","","17","ILLNESS ","","","","","","","","False","False","False","False","False","","","6","RURAL COUNTY ROAD","","","","4","10 ","11_10005215","","False","2022-08-16 19:34:33","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","Y"
"1956953","02448","2021-12-01 00:00:00","12","01","2021","4","16","4P ","15","Jackson","","","44","MEDFORD UA     ","16","U MN-ART","False","","","","","","","","","","","42","25","38.290000000000000","-122","51","3.680000000000000","42.427302874444145","-122.851021584207340","","","","","00867  ","ANTELOPE RD                 ","","","                            ","","","","0","1.78","","2","ALLEY   ","False","","","False","False","False","2","","0","NONE ","03","H","O-1 L-TURN","6","TURN    ","5","PDO","3","RAIN","2","WET ","1","DAY ","099","UNKNOWN   ","True","5","NO RPT","","","","","","","08","IMP-TURN","02","NO-YIELD","","","","","","False","False","False","False","False","","","9","SUBURBAN COUNTY ROAD","","","","3","08 ","142_4706","","False","2023-02-02 05:42:16","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1941278","02706","2021-12-26 00:00:00","12","26","2021","1","13","1P ","15","Jackson","","","","","06","R MN-ART","False","022","  ","CRATER LAKE","1","0","MN","0","R","","002200100S00","42","54","36.220000000000000","-122","26","26.120000000000000","42.910061250458420","-122.440587661884310","","","","","","                            ","","","                            ","","","","0","56.3","55","3","STRGHT  ","True","","","False","False","False","2","","0","NONE ","01","8","FIX OBJ   ","9","FIX     ","5","PDO","6","SNOW","4","ICE ","1","DAY ","099","UNKNOWN   ","True","5","NO RPT","077","SNO BANK  ","","","","","01","TOO-FAST","","","","","","","","False","False","False","True","False","","","5","RURAL HWY SYSTEM","OR","62   ","OR 62     ","3","08 ","293_22762","","False","2022-10-16 17:37:23","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","Y"
"1947358","02560","2021-06-30 00:00:00","06","30","2021","4","06","6A ","34","Washington","92","Hillsboro","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","31","17.150000000000000","-122","57","49.680000000000000","45.521430647185944","-122.963801355699740","","","","","01501  ","E MAIN ST                   ","","05018  ","SE 18TH AVE                 ","","2","16","3","","35","3","STRGHT  ","False","","","False","False","True","2","","0","NONE ","06","D","S-1TURN   ","6","TURN    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","009","CURVE     ","True","3","CITY  ","","","","","","","02","NO-YIELD","06","IMP-OVER","","","0","0","0","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","1","02B","58_234184","","False","2022-12-04 16:11:47","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1953160","05031","2021-11-17 00:00:00","11","17","2021","4","20","8P ","34","Washington","","","57","PORTLAND UA    ","19","U LOCAL ","False","","","","","","","","","","","45","34","9.320000000000000","-122","50","19.790000000000000","45.569255851786060","-122.838831789329800","","","","","00266  ","NW BRUGGER RD               ","","05158  ","NW 158TH AVE                ","","1","0","9","","25","1","INTER   ","False","1","CROSS  ","False","False","False","","0","","","03","C","S-STRGHT  ","3","REAR    ","5","PDO","1","CLR ","1","DRY ","2","DLIT","099","UNKNOWN   ","True","2","COUNTY","","","","","","","30","SPEED   ","07","TOO-CLOS","","","","","0","False","False","False","True","False","","","9","SUBURBAN COUNTY ROAD","","","","1","02B","58_244461","","False","2023-01-12 09:39:17","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","N"
"1916913","00861","2021-03-22 00:00:00","03","22","2021","2","20","8P ","24","Marion","184","Salem","67","SALEM-KZ UA    ","14","U PR-ART","True","","","","","","","","","","","44","52","27.040000000000000","-123","1","31.200000000000000","44.874177875948680","-123.025333387502470","","","","","00455  ","COMMERCIAL ST SE            ","","00833  ","FABRY RD SE                 ","","1","185","8","","","3","STRGHT  ","False","","","True","False","False","4","","0","NONE ","08","E","S-1STOP   ","3","REAR    ","4","INJ","2","CLD ","1","DRY ","5","DUSK","099","UNKNOWN   ","True","3","CITY  ","","","","","","","27","INATTENT","29","F AVOID ","","","0","0","","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","2","03 ","53_10004943","","False","2022-09-21 15:32:06","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","1","N"
"1950873","01364","2021-07-20 00:00:00","07","20","2021","3","17","5P ","15","Jackson","","","44","MEDFORD UA     ","16","U MN-ART","False","","","","","","","","","","","42","24","17.140000000000000","-122","53","8.760000000000000","42.404760463465740","-122.885766648299260","","","","","00947  ","ORR DR                      ","","","                            ","","","","0","0.02","","2","ALLEY   ","False","","","False","False","False","2","","0","NONE ","03","B","ANGL-OTH  ","6","TURN    ","5","PDO","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","5","NO RPT","","","","","","","08","IMP-TURN","02","NO-YIELD","","","","","","False","False","False","False","False","","","9","SUBURBAN COUNTY ROAD","","","","3","08 ","142_4592","","False","2022-12-29 08:36:44","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","0","N"
"1945300","04491","2021-10-21 00:00:00","10","21","2021","5","16","4P ","34","Washington","92","Hillsboro","57","PORTLAND UA    ","14","U PR-ART","True","","","","","","","","","","","45","31","30.680000000000000","-122","58","15.140000000000000","45.525189615405590","-122.970872737895470","","","","","00405  ","NE CORNELL RD               ","","01202  ","NE JACKSON ST               ","","1","75","2","","","3","STRGHT  ","False","","","False","False","False","4","","0","NONE ","08","C","S-STRGHT  ","5","SS-O    ","5","PDO","3","RAIN","2","WET ","1","DAY ","099","UNKNOWN   ","True","0","NONE  ","","","","","","","13","IMP LN C","","","","","","","","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","1","02B","58_203327","","False","2022-11-12 10:16:58","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","0","0","0","0","0","0","0","N"
"1930853","01838","2021-09-23 00:00:00","09","23","2021","5","15","3P ","15","Jackson","132","Medford","44","MEDFORD UA     ","16","U MN-ART","False","","","","","","","","","","","42","19","48.050000000000000","-122","53","24.690000000000000","42.330013598034800","-122.890192055385820","","","","","00417  ","COLUMBUS AVE                ","","01024  ","HUMPHREY ST                 ","","1","0","9","","35","1","INTER   ","False","4","4-LEG  ","False","False","False","","0","","","01","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","3","CITY  ","013","FORCED    ","","","","","07","TOO-CLOS","","","","","0","0","","False","False","False","False","False","7","50,001 to 100,000","3","URBAN CITY STREET ","","","","3","08 ","142_12253","","False","2022-09-21 15:01:10","3","0","0","1","3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","5","5","5","0","0","0","0","0","0","0","0","0","N"
"1922486","01380","2021-04-17 00:00:00","04","17","2021","7","14","2P ","34","Washington","92","Hillsboro","57","PORTLAND UA    ","16","U MN-ART","False","","","","","","","","","","","45","32","3.930000000000000","-122","52","40.460000000000000","45.534424458864734","-122.877904882747950","","","","","02214  ","NW STUCKI AVE               ","","02504  ","NW VENETIAN DR              ","","1","0","5","","","1","INTER   ","False","3","3-LEG  ","False","False","False","","0","","","06","E","S-1STOP   ","3","REAR    ","4","INJ","1","CLR ","1","DRY ","1","DAY ","099","UNKNOWN   ","True","0","NONE  ","","","","","","","29","F AVOID ","","","","","","","","False","False","False","False","False","8","100,001 to 200,000","3","URBAN CITY STREET ","","","","1","02B","58_221335","","False","2023-04-26 07:52:12","2","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","0","0","N"
